"","day","year","mo","da","collision_date","temp","dewp","slp","visib","wdsp","mxpsd","gust","max","min","prcp","fog","NUM_COLLISIONS","temp_mean"
"567",2,2017,3,7,2017-03-07,36.7,27.5,1030.1,9.2,10.7,18.1,25.1,45,24.1,0,0,637,34.55
"568",7,2018,3,18,2018-03-18,27.2,7.9,1009.5,10,12.2,18.1,26,39.9,21,0,0,526,30.45
"569",3,2016,3,23,2016-03-23,48.6,40.2,1015.8,8.5,13.5,18.1,25.1,53.1,43,0,0,621,48.05
"570",1,2016,3,7,2016-03-07,36.8,26.1,1023.5,9.9,9,18.1,NA,46,23,0,0,571,34.5
"571",3,2019,3,6,2019-03-06,25.4,6,1014.7,10,13.5,18.1,27,30,21.9,0,0,589,25.95
"572",5,2016,3,11,2016-03-11,46.8,42.9,1013.9,7.6,10.1,18.1,22.9,62.1,39.9,0.15,1,672,51
"573",2,2019,3,26,2019-03-26,36.9,20.9,1021.3,10,10.8,18.1,25.1,48,28.9,0,0,610,38.45
"574",1,2020,3,9,2020-03-09,44.7,38.2,1026.4,9.2,14.5,18.1,NA,50,30,0,0,545,40
"575",4,2015,3,26,2015-03-26,42.6,39.7,1016.9,4.2,12.8,18.1,27,46.9,27,0.02,1,525,36.95
"576",7,2020,3,1,2020-03-01,28.7,11.6,1015.4,10,13,18.1,24.1,39,21.9,0,0,423,30.45
"577",1,2016,3,28,2016-03-28,45.1,41.4,1008.2,5.9,11.8,18.1,26,55,37,0.02,1,658,46
"578",3,2019,3,27,2019-03-27,34.4,16.2,1030.9,10,10.7,18.1,25.1,43,28,0,0,562,35.5
"579",7,2019,3,31,2019-03-31,49.2,46,1011.3,8.6,14.7,18.1,26,55.9,36,0,0,450,45.95
"580",7,2015,3,29,2015-03-29,34.9,23.9,1019.2,9.5,10.6,18.1,22.9,39.9,28.9,0.19,0,505,34.4
"581",6,2017,3,25,2017-03-25,42.9,36.8,1021.3,8.2,13.1,18.1,22.9,48,37.4,0,0,571,42.7
"582",2,2020,3,17,2020-03-17,40,34.9,1028.6,7.1,13,18.1,24.1,52,30,0.05,1,374,41
"583",3,2014,3,12,2014-03-12,43.4,37.1,1002.2,7.2,9.6,18.1,29.9,51.8,35.1,0,1,515,43.45
"584",1,2019,3,11,2019-03-11,41.7,38.1,1014.1,6,11.1,19,25.1,46.9,32,0.46,1,645,39.45
"585",4,2019,3,7,2019-03-07,22.1,1.6,1022.9,10,12.5,19,24.1,28,15.1,0,0,556,21.55
"586",5,2018,3,16,2018-03-16,36.1,21.4,1000.1,10,13.5,19,27,39.9,33.1,0,0,753,36.5
"587",3,2015,3,11,2015-03-11,42.1,38.5,1012.8,5,12.3,19,25.1,48,28,0.55,1,565,38
"588",5,2019,3,15,2019-03-15,45.3,42.3,1017.4,7.3,15.3,19,25.1,51.1,33.1,0,1,673,42.1
"589",3,2013,3,13,2013-03-13,46.3,41.1,1007.6,7.1,13.1,19,26,50,41,0.54,0,636,45.5
"590",4,2016,3,3,2016-03-03,29.9,11.8,1019.2,10,12.2,19,28.9,36,25,0.14,0,625,30.5
"591",5,2016,3,25,2016-03-25,50.8,48.5,1011,2.7,10.8,19,25.1,55.9,42.1,0,1,546,49
"592",5,2015,3,6,2015-03-06,22.7,12.6,1028.3,8.3,11.7,19,26,37,16,0.01,0,939,26.5
"593",5,2014,3,14,2014-03-14,22.9,7.3,NA,10,11.7,19,28,35.6,14,0,0,585,24.8
"594",6,2013,3,16,2013-03-16,37.1,22,1008.1,10,10.2,19,25.1,41,34,0,0,521,37.5
"595",7,2013,3,10,2013-03-10,39,31.7,1026.9,10,11.9,19,25.1,43,36,0,0,415,39.5
"596",7,2016,3,20,2016-03-20,37.2,22.6,1019.8,10,11.3,19,22.9,43,32,0,0,479,37.5
"597",5,2013,3,22,2013-03-22,34.3,27.6,1003.8,6.8,13.6,19,26,39,30,0.23,0,604,34.5
"598",7,2019,3,17,2019-03-17,36.3,17.7,1018.6,10,13.2,19,25.1,50,30.9,0,0,419,40.45
"599",5,2015,3,13,2015-03-13,31.1,11.6,1034.5,10,12.3,20,26,41,26.1,0,0,609,33.55
"600",1,2015,3,2,2015-03-02,33.4,27.2,1016.1,6.8,10.9,20,28,36,30.2,0.36,0,650,33.1
"601",7,2014,3,30,2014-03-30,46.3,44.7,1001.5,1.7,13.8,20,28,55.4,39.9,1.22,1,437,47.65
"602",2,2015,3,31,2015-03-31,39.4,31.2,1008,9.8,13.6,20,26,46,33.1,0,0,628,39.55
"603",4,2014,3,20,2014-03-20,43.8,38.5,NA,7.4,11.3,20,28,51.8,35.6,NA,1,627,43.7
"604",5,2015,3,27,2015-03-27,42.4,40,1004.3,5.1,13.1,20,31.1,48.9,37.9,0.44,1,532,43.4
"605",1,2013,3,25,2013-03-25,38.1,29.8,1003.3,10,9.7,20,28,46.9,32,0,0,498,39.45
"606",3,2017,3,29,2017-03-29,41.9,37.1,1013.6,8.3,14.4,20,28,48,37,0.43,0,672,42.5
"607",5,2016,3,18,2016-03-18,47,37,1006.7,9.9,12.3,20,29.9,54,39,0,0,644,46.5
"608",5,2013,3,1,2013-03-01,39.3,34.2,1000.8,9.4,10.6,20,24.1,43,37,0.08,0,603,40
"609",5,2014,3,28,2014-03-28,41.2,35.6,1023.4,8.9,13.7,20,27,48,34,0,0,530,41
"610",1,2016,3,14,2016-03-14,43.8,33.8,1022.8,9.5,12.3,20,28.9,46,41,0,0,640,43.5
"611",3,2015,3,4,2015-03-04,36.1,33.8,1009.2,3.1,14.8,20,28,41,23,0.31,1,574,32
"612",1,2015,3,9,2015-03-09,35.6,26.1,1020.1,9.6,9.5,20,25.1,44.1,24.1,0,0,661,34.1
"613",6,2015,3,28,2015-03-28,37.4,34.5,1005.4,7.8,12.7,20,28,39,33.8,0.24,0,459,36.4
"614",7,2017,3,12,2017-03-12,20,2.6,1021.2,10,16.1,20,29.9,26.1,15.1,0,0,516,20.6
"615",1,2018,3,19,2018-03-19,30.5,6.6,1011.7,10,12.2,20,26,37,21,0,0,686,29
"616",1,2018,3,12,2018-03-12,36.7,30.7,1016.1,10,9,20,27,46,27,0,0,679,36.5
"617",4,2014,3,13,2014-03-13,31.7,27.1,NA,5,13.5,21,29.9,53.6,19.4,NA,0,545,36.5
"618",6,2016,3,26,2016-03-26,44.8,37.6,1022.2,9.3,15.1,21,28.9,55.9,36,0.9,1,530,45.95
"619",4,2019,3,21,2019-03-21,40.7,32.6,1023,10,12.7,21,26,48,24.1,0,0,624,36.05
"620",3,2017,3,8,2017-03-08,45.9,42.6,1016,5.5,15.3,21,28.9,48.9,30,0.07,1,609,39.45
"621",6,2015,3,14,2015-03-14,38.7,33.3,1025.1,5.8,10.8,21,28,46,26.1,0,1,507,36.05
"622",4,2013,3,28,2013-03-28,42.5,34.5,1011.7,9.9,12.5,21,25.1,50,37.9,0.02,0,549,43.95
"623",2,2013,3,5,2013-03-05,38.5,29.8,1009.5,9.9,14.9,21,27,43,35.1,0,0,527,39.05
"624",7,2015,3,15,2015-03-15,38.5,33.8,1002.5,7,12.3,21,28.9,46,30.9,1.16,0,459,38.45
"625",3,2016,3,30,2016-03-30,43.4,24.8,1023.9,10,13.2,21,27,55,37.9,0,0,650,46.45
"626",6,2015,3,7,2015-03-07,25,15.9,1023.3,9.9,10.9,21,28.9,33.1,12,0,0,578,22.55
"627",4,2013,3,21,2013-03-21,38.3,29.9,1006.7,9.8,10.9,21,27,45,28,0,0,508,36.5
"628",2,2016,3,22,2016-03-22,40.8,23.9,1015.9,10,16,22,28,45,35.1,0.01,0,628,40.05
"629",1,2016,3,21,2016-03-21,37.4,32,1008.7,7.3,16,22,31.1,43,34,0.35,0,617,38.5
"630",5,2018,3,9,2018-03-09,35.5,28.2,1004,9.6,12,22,29.9,44.1,30,0.01,1,751,37.05
"631",5,2017,3,10,2017-03-10,35.5,26.4,1012.1,5.8,12.1,22,28.9,52,30,0,1,612,41
"632",6,2014,3,22,2014-03-22,38.1,27.9,1013.6,9.7,11.2,22,31.1,50,23,0,0,493,36.5
"633",5,2014,3,21,2014-03-21,39.3,28.2,1010.6,9.6,14,22,28,44.1,35.1,0,0,589,39.6
"634",1,2015,3,23,2015-03-23,27.2,1.4,1019.5,10,14.9,22,32.1,37.9,21,0,0,586,29.45
"635",7,2019,3,24,2019-03-24,39.1,23.6,1016.9,10,15.5,22,28,46,32,0,0,466,39
"636",2,2013,3,19,2013-03-19,39.6,35.5,1012.4,4.6,16.5,22.9,33,46.9,33.1,0.41,1,559,40
"637",6,2019,3,16,2019-03-16,46.9,38.6,1009.9,6.1,16,22.9,31.1,51.1,41,0.11,1,550,46.05
"638",4,2017,3,9,2017-03-09,45.9,34.3,1012,9.1,17.7,22.9,31.1,52,41,0.09,0,665,46.5
"639",1,2018,3,26,2018-03-26,36.4,25,1036,10,19.4,22.9,34,45,32,0.01,0,710,38.5
"640",6,2020,3,14,2020-03-14,45.3,32.8,1020.6,9,14.1,22.9,32.1,52,41,0.21,1,370,46.5
"641",4,2015,3,12,2015-03-12,38.1,21.9,1020.9,10,14.1,22.9,31.1,48,33.1,0.25,0,586,40.55
"642",6,2013,3,23,2013-03-23,38.5,21.7,1006.3,10,15.9,22.9,39,45,32,0.02,0,488,38.5
"643",3,2016,3,16,2016-03-16,45.2,41.9,1007.8,7.7,15.7,24.1,29.9,51.1,43,0.18,1,629,47.05
"644",5,2016,3,4,2016-03-04,33.9,26.2,1021.7,6.9,8.5,24.1,33,39,25,0,0,685,32
"645",3,2018,3,7,2018-03-07,38.1,35.9,1012.1,8.9,12.3,24.1,36.9,43,32,0,0,517,37.5
"646",2,2013,3,26,2013-03-26,39.8,28.7,1002.7,9.7,15.5,24.1,34,46.9,35.1,0.05,0,425,41
"647",1,2014,3,24,2014-03-24,27.4,8,1017.9,10,13.4,24.1,31.1,36,21.9,0,0,547,28.95
"648",4,2014,3,27,2014-03-27,28.4,8.6,1022.3,10,18.2,24.1,35,34,23,0,0,538,28.5
"649",6,2018,3,10,2018-03-10,38.1,25.9,1007.9,10,17.5,24.1,31.1,43,30,0,0,567,36.5
"650",3,2017,3,1,2017-03-01,47.4,45.8,1007,2,11.5,24.1,29.9,52,41,0.03,1,571,46.5
"651",5,2013,3,15,2013-03-15,31.2,13.7,1009.1,10,18.5,24.1,36.9,39,25,0,0,607,32
"652",4,2018,3,15,2018-03-15,36.5,28.1,996.7,9.7,20.1,24.1,33,39.9,33.1,0,0,689,36.5
"653",3,2017,3,22,2017-03-22,38.6,20.9,1011.4,10,14.8,24.1,36.9,50,27,0,0,617,38.5
"654",2,2016,3,29,2016-03-29,48.6,34.9,1003.4,9.7,19.6,25.1,35,55,41,0.44,1,683,48
"655",6,2017,3,4,2017-03-04,22.9,0.1,1026.4,9.9,17.8,25.1,33,37,18,0,0,536,27.5
"656",2,2016,3,15,2016-03-15,48.3,45.7,1010.6,3.4,17.3,25.1,35,54,41,0.57,1,608,47.5
"657",4,2017,3,16,2017-03-16,28.5,11.1,1008,9.8,19.1,25.1,33,36,23,0,0,839,29.5
"658",2,2018,3,27,2018-03-27,37.6,28.7,1032.5,10,16,25.1,29.9,45,30.9,0,0,627,37.95
"659",4,2017,3,23,2017-03-23,26.4,1.5,1028.6,10,17.1,25.1,35,46,19.9,0,0,703,32.95
"660",5,2019,3,22,2019-03-22,42.3,39.4,997.6,6.9,15,25.1,33,48,36,0.75,0,718,42
"661",7,2015,3,22,2015-03-22,35.1,18.8,1011.9,9.4,15.7,25.1,33,41,21,0.13,0,432,31
"662",3,2013,3,20,2013-03-20,36.5,25.7,1007.3,10,17.9,25.1,32.1,42.1,32,0.35,0,540,37.05
"663",3,2016,3,2,2016-03-02,45.7,38.8,1008.2,6.8,18.2,25.1,31.1,52,37,0.15,0,653,44.5
"664",7,2017,3,5,2017-03-05,20.8,-1.7,1029.2,10,19.8,25.1,35.9,33.1,12,0,0,489,22.55
"665",1,2014,3,31,2014-03-31,37.8,35.3,1005.3,6.1,21.3,26,38.1,39.9,36,0.29,0,559,37.95
"666",7,2018,3,25,2018-03-25,35.8,32.8,1024.2,9.3,16.6,26,35.9,46,26.1,0,0,491,36.05
"667",3,2013,3,6,2013-03-06,39.1,34.2,1014.7,9.4,13.5,26,39,43,32,0.02,0,475,37.5
"668",4,2015,3,19,2015-03-19,27.6,-1.5,1020.8,10,18.3,26,35,35.1,21.9,0,0,582,28.5
"669",3,2014,3,26,2014-03-26,29.3,16.2,NA,4,23.3,26,40,32,26.6,NA,0,563,29.3
"670",2,2015,3,17,2015-03-17,38.6,34.1,1003.7,7.9,10.1,27,39,46.9,28,0.01,0,528,37.45
"671",1,2015,3,16,2015-03-16,32.9,18.5,1011.1,9,17.1,27,39,43,28,0.01,0,529,35.5
"672",2,2018,3,6,2018-03-06,37.7,30.1,1014.9,10,17.5,27,38.1,41,33.1,0.08,0,676,37.05
"673",7,2019,3,10,2019-03-10,36.8,30.2,1027.7,7.1,14.7,27,41,46.9,25,0,1,462,35.95
"674",4,2018,3,8,2018-03-08,39.6,36.3,999.1,8.2,15.8,27,39,46,34,0.79,0,633,40
"675",6,2019,3,2,2019-03-02,35.1,32.5,1016.8,6,16.1,28,35.9,37,33.1,0.35,0,642,35.05
"676",4,2017,3,2,2017-03-02,47.8,36.9,999.2,6.9,21.6,28,41,52,37.9,0,0,653,44.95
"677",6,2019,3,23,2019-03-23,39.3,30.2,999.3,9,21.7,28,38.1,46,32,0,0,530,39
"678",1,2019,3,4,2019-03-04,37.9,34,1004.8,7.7,15.3,28,38.1,42.1,26.1,1.22,0,503,34.1
"679",6,2018,3,17,2018-03-17,33.3,17.6,1005.7,10,19.7,28,35,39.9,28,0,0,562,33.95
"680",3,2018,3,21,2018-03-21,36.8,32.7,1005.4,8.6,21,28,36.9,39,27,0,0,477,33
"681",6,2017,3,11,2017-03-11,22.5,7.2,1013.6,9.4,19.3,28.9,39,44.1,17.1,0.07,0,548,30.6
"682",6,2013,3,9,2013-03-09,39.2,31.7,1018.9,9.9,24.9,28.9,42.9,42.1,37.4,0.4,0,569,39.75
"683",7,2017,3,19,2017-03-19,36,32.2,1019.7,5.6,19.4,28.9,38.1,43,21.9,0.16,1,550,32.45
"684",3,2015,3,18,2015-03-18,31,3.9,1009,10,21.1,29.9,44.1,46.9,28,0.19,0,547,37.45
"685",1,2017,3,20,2017-03-20,39.2,26.3,1013.2,9.4,21.4,29.9,41,45,33.1,0.36,0,750,39.05
"686",7,2018,3,4,2018-03-04,39.6,33.6,1013.5,9.9,23.4,29.9,40,43,36,0.11,0,457,39.5
"687",4,2018,3,22,2018-03-22,36.1,35.3,1001.5,6.6,21.5,29.9,41,37.9,33.8,0.86,0,759,35.85
"688",3,2018,3,14,2018-03-14,34.8,29,999.1,9.7,22.8,31.1,40,39,32,0.99,0,652,35.5
"689",6,2016,3,5,2016-03-05,34.8,22.6,1017.4,9.1,20.8,32.1,42,39,30,0.37,0,601,34.5
"690",1,2018,3,5,2018-03-05,37.8,34.5,1011,8.2,24.2,33,44.1,43,33.1,0.38,0,616,38.05
"691",5,2013,3,8,2013-03-08,37.4,35.2,1008.1,3.3,28.4,35,45.1,41,36,1.58,0,851,38.5
"692",2,2017,3,14,2017-03-14,36.3,30.9,1011.8,6,18.1,36.9,51.1,46.9,17.1,0.01,0,374,32
"693",3,2017,3,15,2017-03-15,29.8,20.7,995.2,7.5,23.3,38.1,46,46.9,25,1.29,0,650,35.95
"694",4,2013,3,7,2013-03-07,38.3,35.2,1008.2,4.1,31.6,39,55,41,33.8,0.8,0,535,37.4
"695",2,2018,3,13,2018-03-13,35,33.4,995.9,3.4,31,44.1,58.1,46,27,1.54,1,578,36.5
"696",6,2018,3,3,2018-03-03,40.2,37.5,1005.3,6.2,34.8,46,62.9,48.9,37,NA,0,609,42.95
"697",5,2018,3,2,2018-03-02,45.3,45.2,989.8,5.1,23.3,49,65.1,48.9,39,0.35,0,884,43.95
"698",7,2013,4,28,2013-04-28,48,38.5,1027.1,9.8,3.9,8,NA,57,37,0,0,440,47
"699",6,2013,4,27,2013-04-27,46.6,34.7,1029.1,8.6,3.9,8,NA,55.9,35.1,0,1,517,45.5
"700",5,2017,4,14,2017-04-14,47.5,34.1,1027.8,10,5,8.9,NA,57.9,37.9,0,0,515,47.9
"701",2,2014,4,22,2014-04-22,49.5,43.2,1007.7,10,5.6,8.9,NA,57.9,34,0,0,459,45.95
"702",1,2013,4,29,2013-04-29,49.7,37.9,1025.5,9.9,4.3,8.9,NA,59,39.9,0,0,598,49.45
"703",4,2019,4,25,2019-04-25,47.7,40.9,1013.3,9.9,5.6,8.9,NA,66,39.9,0.02,0,518,52.95
"704",3,2018,4,11,2018-04-11,37.9,33,1021,10,6.5,9.9,NA,44.1,30,0,0,612,37.05
"705",7,2018,4,29,2018-04-29,50.5,48.7,1010.3,9.2,5.9,9.9,15,60.1,43,0,0,505,51.55
"706",1,2017,4,24,2017-04-24,46.6,42.4,1021.9,10,7.6,9.9,NA,55.9,42.1,0,0,541,49
"707",6,2018,4,28,2018-04-28,49.5,48.3,1010.7,5.1,6.3,9.9,NA,60.1,39.9,0.13,1,604,50
"708",2,2018,4,24,2018-04-24,44.7,41.7,1030.4,10,6.7,11.1,NA,57.9,34,0,0,671,45.95
"709",2,2018,4,10,2018-04-10,37.7,31.7,1021.9,9.1,6.5,11.1,NA,42.1,30.9,0,0,668,36.5
"710",1,2013,4,15,2013-04-15,46.1,34.2,1026,10,8.1,11.1,NA,53.1,39,0,0,603,46.05
"711",3,2014,4,2,2014-04-02,39.3,28.6,1019.1,10,5.6,11.1,NA,48,32,0,0,519,40
"712",2,2013,4,30,2013-04-30,51,30.2,1026.2,10,5.2,11.1,NA,63,39.9,0,0,576,51.45
"713",1,2014,4,21,2014-04-21,43.1,36.9,1022.3,10,6.2,11.1,NA,53.1,34,0,0,521,43.55
"714",7,2019,4,7,2019-04-07,45.3,39.4,1023.5,10,7.4,11.1,NA,60.1,37.9,0.01,0,487,49
"715",6,2014,4,26,2014-04-26,45.1,39.2,NA,8.3,8.7,11.1,17.1,46.4,44.6,0,0,548,45.5
"716",7,2015,4,26,2015-04-26,46.1,34,1004.6,9.8,7.4,11.1,NA,54,37,0,0,477,45.5
"717",5,2014,4,25,2014-04-25,49.4,27.5,NA,10,8.8,11.1,20,51.8,46.4,0,0,617,49.1
"718",1,2018,4,23,2018-04-23,46.4,33.6,1030.7,10,7.1,12,15.9,57.9,35.1,0,0,675,46.5
"719",3,2016,4,27,2016-04-27,45,36.9,1011.9,10,7.8,12,NA,51.1,41,0.24,0,510,46.05
"720",1,2015,4,13,2015-04-13,45,38.2,1027.8,10,9.1,12,NA,54,32,0,0,554,43
"721",4,2017,4,27,2017-04-27,52.9,50.7,1011.6,3,5.3,12,NA,63,48,0.06,1,688,55.5
"722",5,2013,4,26,2013-04-26,49.5,37.8,1026.9,9.5,6.5,12,NA,61,37.9,0.06,0,675,49.45
"723",1,2014,4,7,2014-04-07,43.4,30,NA,10,5.4,12,18.1,55.4,32,0,0,533,43.7
"724",1,2016,4,18,2016-04-18,49.5,35.9,1022.5,10,6,12,NA,64,37,0,0,687,50.5
"725",1,2017,4,3,2017-04-03,43,31.7,1018,10,6.9,13,NA,54,32,0,0,646,43
"726",7,2019,4,14,2019-04-14,50.8,48.7,1014.4,2.7,7.7,13,NA,68,45,0.04,1,457,56.5
"727",7,2013,4,14,2013-04-14,46.1,38.4,1015.5,9.6,7.7,13,NA,55.9,39,0.09,0,472,47.45
"728",4,2015,4,16,2015-04-16,46.4,28.5,1029.7,10,8.6,13,17.1,62.1,37.9,0,0,560,50
"729",1,2015,4,6,2015-04-06,43.2,36.1,1026.3,9.5,6.8,13,NA,51.1,32,0,1,510,41.55
"730",5,2019,4,12,2019-04-12,43.8,35.3,1027,10,8.4,13,NA,48,35.1,0,0,688,41.55
"731",2,2019,4,30,2019-04-30,45.6,40.5,1024.6,8.3,7.6,13,NA,54,42.1,0.31,0,587,48.05
"732",1,2013,4,8,2013-04-08,50,41.6,1018.1,9.1,9.4,13,NA,62.1,42.1,0,0,582,52.1
"733",6,2014,4,12,2014-04-12,50.1,40.8,1019.1,8.5,8.6,13,NA,64,43,0,0,578,53.5
"734",3,2017,4,12,2017-04-12,49.1,45.1,1020.6,8.3,9.9,13,NA,55,46,0,0,540,50.5
"735",6,2015,4,18,2015-04-18,51.9,45.2,1012.7,7.3,7.7,14,NA,64,41,0.12,1,605,52.5
"736",7,2014,4,13,2014-04-13,47,40.4,1023.8,9.3,8.8,14,20,64,39,0,1,482,51.5
"737",5,2014,4,4,2014-04-04,39.4,29.9,NA,10,5.6,14,19,50,32,0,0,622,41
"738",6,2016,4,9,2016-04-09,41.8,25.1,1007.5,10,9.7,14,21,53.1,35.1,0,0,557,44.1
"739",5,2016,4,29,2016-04-29,46.1,33.9,1020.4,10,9.4,14,19,54,42.1,0,0,517,48.05
"740",6,2014,4,19,2014-04-19,45.7,35.3,1023.5,10,5.9,14,18.1,59,34,0,0,525,46.5
"741",4,2018,4,19,2018-04-19,41.8,40.6,1007,9.6,8.6,14,NA,46.9,37,0.02,0,706,41.95
"742",3,2019,4,17,2019-04-17,47.5,30.3,1019.3,10,10.1,14,22.9,55.9,39,0,0,620,47.45
"743",4,2018,4,12,2018-04-12,42.8,38.5,1019.4,10,9.8,14,NA,50,28.9,0,0,610,39.45
"744",3,2015,4,29,2015-04-29,49.3,38.5,1004.5,9.8,7.8,14,18.1,55.9,39.9,0,0,679,47.9
"745",1,2019,4,22,2019-04-22,52.1,51.5,1017.3,2.3,7.3,14,NA,57.9,48,0.03,1,522,52.95
"746",1,2016,4,25,2016-04-25,48.4,36.3,1017.1,10,9.2,14,NA,55,37,0,0,488,46
"747",7,2014,4,27,2014-04-27,42.4,36.2,1012.5,9.9,4.8,14,17.1,50,36,0.37,0,449,43
"748",1,2018,4,2,2018-04-02,37.7,31.2,1018.7,8.1,8.4,14,NA,50,33.1,0.01,1,562,41.55
"749",7,2018,4,22,2018-04-22,46.3,33.1,1026.8,10,7.2,14,NA,55.9,37,0,0,568,46.45
"750",6,2019,4,13,2019-04-13,49.7,48,1020.8,5.2,12.6,15,20,52,39,0,1,599,45.5
"751",4,2016,4,28,2016-04-28,47.7,34.1,1015.8,10,10.1,15,NA,54,41,0,0,489,47.5
"752",5,2019,4,5,2019-04-05,39.4,18.1,1031,10,10.7,15,22.9,48.9,36,0,0,701,42.45
"753",1,2015,4,27,2015-04-27,49,37.9,1001.5,10,8.9,15,21,57,39,0,0,558,48
"754",5,2014,4,18,2014-04-18,40.4,32,1032.7,9.9,9.1,15,21,46,35.1,0,0,496,40.55
"755",3,2019,4,24,2019-04-24,51.5,47.2,1007.2,8,9.8,15,NA,66,44.1,0.03,0,515,55.05
"756",3,2014,4,30,2014-04-30,42.6,36.7,NA,9.1,10.2,15,19,48.2,41,NA,0,651,44.6
"757",6,2018,4,21,2018-04-21,44.6,31.9,1024.6,10,10.5,15,18.1,52,37,0,0,584,44.5
"758",5,2017,4,28,2017-04-28,53.1,51,1015.6,3.3,8.2,15,19,63,48,0,1,857,55.5
"759",4,2013,4,25,2013-04-25,50.8,45.1,1017.9,7.2,10.4,15,20,55.9,45,0.01,0,583,50.45
"760",6,2017,4,15,2017-04-15,46.8,38,1028.2,9.7,9.2,15,NA,57.9,35.1,0,0,495,46.5
"761",7,2017,4,9,2017-04-09,46.3,30.9,1017.4,10,10.5,15,21,55,39,0,0,541,47
"762",7,2015,4,12,2015-04-12,45,31.4,1022.8,10,10.1,15.9,22.9,57.9,32,0,0,443,44.95
"763",3,2013,4,10,2013-04-10,46.5,42,1014.1,7.6,8.8,15.9,17.1,54,41,0.12,1,580,47.5
"764",5,2016,4,22,2016-04-22,55.4,48.4,1013.8,8.7,10.2,15.9,NA,72,44.1,0,1,741,58.05
"765",7,2013,4,21,2013-04-21,45.1,28.5,1029.4,10,11.7,15.9,22,48.9,39,0.24,0,471,43.95
"766",2,2017,4,11,2017-04-11,49.8,44,1021.8,8.8,12.1,15.9,NA,55,41,0,0,519,48
"767",2,2013,4,16,2013-04-16,46,40.5,1028.7,10,9.3,15.9,NA,53.1,37.9,0,0,564,45.5
"768",6,2014,4,5,2014-04-05,45,39.9,NA,7.1,9.2,15.9,26,53.6,39.2,NA,0,580,46.4
"769",1,2014,4,28,2014-04-28,44.9,36.7,NA,10,9.3,15.9,27,53.6,37.4,0,0,597,45.5
"770",4,2017,4,13,2017-04-13,49.8,38.5,1024.2,9.5,8.2,15.9,20,57,42.1,0,0,590,49.55
"771",4,2015,4,2,2015-04-02,37.1,27.6,1022.3,9.9,7,15.9,NA,46.9,24.1,0,0,653,35.5
"772",4,2014,4,10,2014-04-10,41.6,28.9,1019.5,9.9,8.8,15.9,NA,57,28,0,0,645,42.5
"773",4,2014,4,3,2014-04-03,40.9,30.9,1018.5,10,8.4,15.9,20,48.9,33.1,0,0,592,41
"774",4,2015,4,30,2015-04-30,48.1,38.3,1009.8,10,7.8,15.9,19,57,39,0,0,640,48
"775",1,2017,4,10,2017-04-10,46.9,39.6,1023.2,10,10.2,15.9,NA,55,39.9,0,0,634,47.45
"776",1,2017,4,17,2017-04-17,56.4,48.3,1010.6,8.7,12,15.9,21,70,48.9,0,0,488,59.45
"777",5,2015,4,17,2015-04-17,47.5,43.2,1021.5,6.9,12.5,15.9,24.1,54,39,0,1,679,46.5
"778",3,2015,4,22,2015-04-22,49.8,39.7,1007.9,10,8.6,15.9,22,57,37.9,0.05,0,568,47.45
"779",3,2017,4,19,2017-04-19,41.7,32.2,1033.5,10,10.5,17.1,20,53.1,32,0,0,580,42.55
"780",7,2017,4,23,2017-04-23,46.5,39.5,1017.3,10,10.5,17.1,24.1,55.9,43,0.27,0,517,49.45
"781",3,2013,4,17,2013-04-17,52.1,42.7,1021.9,8.3,11,17.1,22.9,60.1,44.1,0.03,0,535,52.1
"782",4,2013,4,18,2013-04-18,46.5,37.3,1028.1,10,8.8,17.1,24.1,54,35.1,0,0,553,44.55
"783",2,2018,4,3,2018-04-03,35.3,32.5,1021.9,9.3,7.5,17.1,21,45,24.1,0.3,0,551,34.55
"784",1,2019,4,29,2019-04-29,47.8,34.7,1025.4,9.8,10.9,17.1,19,54,42.1,0.24,0,565,48.05
"785",3,2014,4,23,2014-04-23,49.5,45.4,998,9.2,8.6,17.1,29.9,57.9,43,0.01,0,536,50.45
"786",7,2014,4,6,2014-04-06,41.1,25.3,1017.6,10,12.5,17.1,22.9,46.9,35.1,0,0,484,41
"787",6,2019,4,6,2019-04-06,46.3,41.2,1022.7,9.2,10.3,17.1,NA,60.1,36,0.07,0,587,48.05
"788",6,2016,4,30,2016-04-30,47.3,33.1,1022.4,10,8.7,17.1,22,54,37,0,0,581,45.5
"789",2,2019,4,2,2019-04-02,37.1,22.5,1029.6,10,8.7,17.1,22,46.9,23,0,0,553,34.95
"790",4,2017,4,20,2017-04-20,47.5,44.1,1022.6,5.9,9.8,17.1,20,54,32,0.09,1,632,43
"791",1,2016,4,11,2016-04-11,47.8,38.9,1026,9.9,12.8,17.1,NA,55,35.1,0,0,624,45.05
"792",7,2019,4,28,2019-04-28,46.9,36.3,1013.8,9.4,8.8,17.1,26,57,43,0.14,0,395,50
"793",7,2013,4,7,2013-04-07,39.7,28.6,1025.8,10,9.2,17.1,NA,48,26.1,0,0,451,37.05
"794",5,2013,4,5,2013-04-05,42.9,38.5,1014.7,8.7,8,17.1,22,48,39,0.01,0,582,43.5
"795",3,2014,4,9,2014-04-09,46.8,36.1,1002.5,9.6,10,17.1,22.9,57,42.1,0.45,0,595,49.55
"796",1,2018,4,9,2018-04-09,36.3,20.4,1018.1,10,12.6,18.1,22.9,42.1,30.9,0.01,0,625,36.5
