"","day","year","mo","da","collision_date","temp","dewp","slp","visib","wdsp","mxpsd","gust","max","min","prcp","fog","NUM_COLLISIONS","temp_mean"
"2142",7,2018,10,14,2018-10-14,52.8,37.7,1020.7,10,8.9,13,18.1,57.9,46.9,0.04,0,516,52.4
"2143",4,2018,10,4,2018-10-04,60,57.1,1017.6,9.6,5.7,13,NA,69.1,55.9,0.04,0,717,62.5
"2144",3,2017,10,11,2017-10-11,62.1,58.7,1019.7,10,6.9,13,NA,77,55.9,0,0,628,66.45
"2145",4,2012,10,4,2012-10-04,68.6,66.2,1019,2.9,2.2,13,NA,73.4,62.6,0.01,1,554,68
"2146",7,2018,10,7,2018-10-07,64.4,59.6,1022.3,8,8.6,13,NA,69.1,46,0,0,529,57.55
"2147",2,2012,10,23,2012-10-23,59,44.9,1018.7,9.7,2.2,14,NA,64,53.1,0,0,522,58.55
"2148",6,2016,10,8,2016-10-08,58.7,55.5,1020.5,8.5,7.7,14,NA,70,44.1,0,1,633,57.05
"2149",3,2012,10,31,2012-10-31,49.7,43.2,999.6,8.6,5.5,14,17.1,60.8,45,0.06,0,549,52.9
"2150",2,2016,10,18,2016-10-18,63.8,61.6,1014.1,4.6,6.8,14,NA,73.9,59,0,1,590,66.45
"2151",7,2015,10,11,2015-10-11,56,46.7,1015.6,10,8.1,14,NA,64,44.1,0,0,559,54.05
"2152",2,2019,10,1,2019-10-01,59.4,53.9,1020.6,10,8.4,14,NA,66.9,48,0,0,454,57.45
"2153",3,2018,10,31,2018-10-31,45.9,35.8,1019.1,10,6.8,14,20,54,32,0,0,646,43
"2154",4,2017,10,19,2017-10-19,59.7,58.3,1023.8,10,9.3,14,NA,66.9,48.9,0,0,766,57.9
"2155",7,2013,10,6,2013-10-06,59.1,54.8,1021.1,6.9,7.2,14,22,64.9,53.1,0,1,404,59
"2156",7,2014,10,12,2014-10-12,53.3,43.7,1022.4,10,9.2,14,21,59,44.1,0.78,0,473,51.55
"2157",3,2014,10,29,2014-10-29,61.9,59,1013.1,8,9.8,14,NA,66,57.9,0,0,556,61.95
"2158",4,2015,10,15,2015-10-15,57.1,42,1012.2,10,10.4,14,NA,68,52,0,0,683,60
"2159",3,2013,10,16,2013-10-16,57.5,55.4,1017.7,6.2,9.3,14,NA,63,44.1,0.01,0,548,53.55
"2160",2,2014,10,7,2014-10-07,63,57,1021.1,10,11.5,14,19,69.1,45,0,0,620,57.05
"2161",6,2019,10,19,2019-10-19,50.5,39.4,1014.9,10,10.9,15,22,60.1,46,0,0,586,53.05
"2162",2,2016,10,11,2016-10-11,54.3,42.2,1029,10,10.1,15,20,60.1,46.9,0.03,0,739,53.5
"2163",2,2015,10,6,2015-10-06,59.4,51.7,1015.3,10,10.5,15,22.9,64.4,51.1,0,0,631,57.75
"2164",4,2016,10,27,2016-10-27,46.5,36.4,1029.3,9.8,8.2,15,22,52,39.9,0,0,831,45.95
"2165",6,2019,10,26,2019-10-26,55.2,50,1022.8,7.9,7.3,15,21,64,46,0,1,525,55
"2166",2,2013,10,1,2013-10-01,62.1,51.8,1012.9,10,8,15,NA,70,53.1,0,0,616,61.55
"2167",6,2012,10,6,2012-10-06,66.1,57.9,1010.5,7,5.2,15,21,75,57,0.01,1,500,66
"2168",5,2014,10,31,2014-10-31,51.3,43.6,1014.8,10,7.9,15,21,61,42.1,0,0,668,51.55
"2169",2,2019,10,22,2019-10-22,56.3,52.8,1018.7,7.9,11.5,15,22,61,53.1,0.11,0,562,57.05
"2170",1,2018,10,8,2018-10-08,60.7,55.7,1029.4,8.8,10.5,15,19,69.1,57.9,0,0,501,63.5
"2171",1,2017,10,2,2017-10-02,58,51.4,1026.8,10,9.3,15,NA,66,48,0,0,739,57
"2172",4,2013,10,10,2013-10-10,58.4,52.6,1024.3,10,11.6,15,22,64.9,54,0,0,559,59.45
"2173",2,2013,10,29,2013-10-29,47.5,34.1,1027.6,10,6.8,15,20,57.9,36,0,0,600,46.95
"2174",3,2016,10,19,2016-10-19,65.6,62.5,1013.9,6.4,11.2,15,NA,71.1,59,0,0,676,65.05
"2175",1,2013,10,7,2013-10-07,65.7,62.3,1017.4,8.5,11.9,15,20,73,53.1,0,0,618,63.05
"2176",5,2017,10,6,2017-10-06,64.9,64.2,1018.2,7.4,7.6,15,NA,70,61,0.18,1,649,65.5
"2177",2,2019,10,15,2019-10-15,56.7,48.8,1018.2,10,8.9,15,21,66.9,48.9,0.25,0,549,57.9
"2178",1,2013,10,21,2013-10-21,54.4,41.1,1018.5,10,7.1,15,19,64,39.9,0,0,616,51.95
"2179",2,2018,10,23,2018-10-23,51.5,43.7,1019.6,9.9,8,15,NA,59,36,0.01,0,681,47.5
"2180",3,2015,10,21,2015-10-21,62.7,52.4,1024.6,9.9,8.7,15,NA,70,52,0,0,720,61
"2181",5,2014,10,10,2014-10-10,59,44,1017.8,10,8.9,15.9,17.1,66,48.9,0,0,541,57.45
"2182",2,2014,10,21,2014-10-21,57.7,52.3,1015.5,9.3,10.5,15.9,21,60.8,53.1,0,0,607,56.95
"2183",3,2012,10,10,2012-10-10,58.2,53.8,1013.5,7.5,5.2,15.9,22.9,64.9,53.1,0.03,0,640,59
"2184",3,2014,10,1,2014-10-01,62.4,60.6,1014.5,7.1,13.2,15.9,20,63,60.8,0.24,0,559,61.9
"2185",7,2013,10,20,2013-10-20,58.3,47.4,1010.3,10,9.4,15.9,21,62.1,46.9,0.05,0,490,54.5
"2186",4,2013,10,24,2013-10-24,48.4,34.5,1007.5,9.9,10.8,15.9,27,57,43,0.36,0,632,50
"2187",7,2017,10,8,2017-10-08,65.8,65.6,1017.4,9.2,12.8,15.9,NA,71.1,61,0,0,521,66.05
"2188",1,2019,10,7,2019-10-07,66.9,61.7,1023.9,10,12.9,15.9,NA,71.1,64.9,0,0,575,68
"2189",5,2015,10,16,2015-10-16,60.1,47.3,1013.5,9.8,11.7,15.9,32.1,66,52,0,0,676,59
"2190",2,2012,10,16,2012-10-16,55.8,42.5,1007.4,9.9,5.8,15.9,25.1,64,50,0.12,0,602,57
"2191",4,2015,10,8,2015-10-08,59.8,51.9,1018.1,10,8.2,15.9,20,66,51.1,0,0,666,58.55
"2192",7,2019,10,6,2019-10-06,52,46.1,1029.5,10,7.2,15.9,NA,64.9,37,0,0,435,50.95
"2193",1,2012,10,8,2012-10-08,49.9,42.9,1022.9,9,3.5,15.9,23.9,55.9,44.1,0.2,0,376,50
"2194",7,2016,10,30,2016-10-30,61.1,52.4,1010.9,9.3,11,15.9,22.9,69.1,46.9,0,0,557,58
"2195",2,2018,10,30,2018-10-30,47.9,35.4,1013.2,10,9.8,15.9,26,60.1,45,0.1,0,721,52.55
"2196",7,2013,10,13,2013-10-13,55.1,45.6,1027.8,10,11.4,15.9,22.9,64,48,0,0,502,56
"2197",3,2017,10,18,2017-10-18,56.7,49,1024.8,10,10.1,15.9,20,66.9,41,0,0,737,53.95
"2198",4,2014,10,30,2014-10-30,56.1,45,1012.9,9.4,8.9,15.9,22.9,66,51.1,0,0,626,58.55
"2199",7,2012,10,7,2012-10-07,52.5,42.3,1017.4,9.3,2,16.9,23.9,66.2,48,0.04,0,481,57.1
"2200",7,2014,10,5,2014-10-05,59.6,50.4,1006.5,9.6,11,17.1,25.1,64.9,51.1,0.08,0,505,58
"2201",3,2016,10,5,2016-10-05,58.7,53.2,1026.1,10,12.9,17.1,20,62.1,55.4,0,0,695,58.75
"2202",4,2014,10,16,2014-10-16,65,63.4,1013.5,6.6,12,17.1,27,68,62.6,0.05,0,602,65.3
"2203",1,2016,10,17,2016-10-17,64.5,59,1013.4,8.4,10,17.1,NA,72,60.1,0,0,585,66.05
"2204",6,2015,10,24,2015-10-24,51.5,38.3,1027.1,10,9.4,17.1,26,63,48,0,0,519,55.5
"2205",3,2019,10,2,2019-10-02,67.6,64,1009.7,8.9,13.4,17.1,25.1,78.1,53.1,0,0,688,65.6
"2206",5,2017,10,20,2017-10-20,62,54.1,1017,10,11.3,17.1,22,68,54,0,0,823,61
"2207",3,2019,10,23,2019-10-23,61.4,57.7,1011.4,6.6,11.3,17.1,24.1,68,53.1,0.04,1,669,60.55
"2208",6,2014,10,11,2014-10-11,52.9,48.1,1019,8.1,8.1,17.1,20,62.1,50,0.15,0,546,56.05
"2209",5,2015,10,30,2015-10-30,57.4,41.6,1008.2,10,11.1,17.1,25.1,66,51.1,0.4,0,688,58.55
"2210",3,2015,10,14,2015-10-14,63.8,57.7,1004.5,9,11.2,17.1,NA,73.9,60.1,0.03,0,658,67
"2211",5,2014,10,17,2014-10-17,63.2,59.7,1006.5,7.9,9.7,17.1,19,70,60.1,1.04,0,648,65.05
"2212",3,2013,10,2,2013-10-02,64.8,58.1,1012.1,9.3,8.7,17.1,19,73.9,53.1,0.01,1,647,63.5
"2213",5,2015,10,9,2015-10-09,58.9,52.7,1016.3,9.8,10.9,17.1,22,68,48,0,0,764,58
"2214",5,2017,10,13,2017-10-13,56.4,49.4,1030.6,10,10.9,17.1,22,63,51.1,0.01,0,658,57.05
"2215",1,2014,10,27,2014-10-27,54.1,40.5,1010,10,12,17.1,24.1,61,48.9,0,0,642,54.95
"2216",5,2017,10,27,2017-10-27,54.1,43.5,1015.5,10,12.1,18.1,25.1,64,48.9,0.26,0,759,56.45
"2217",6,2015,10,17,2015-10-17,52.7,39.6,1015.4,10,8.2,18.1,22.9,66,41,0.07,0,565,53.5
"2218",2,2013,10,8,2013-10-08,61.5,51.6,1019.7,8.7,12.2,18.1,24.1,73,52,0.47,0,574,62.5
"2219",1,2018,10,22,2018-10-22,43.3,24.9,1021,10,11.7,18.1,28,52,36,0.36,0,650,44
"2220",6,2012,10,20,2012-10-20,62.7,58.6,1006.5,5,6.3,18.1,22,69.1,57.9,0.13,1,587,63.5
"2221",5,2014,10,3,2014-10-03,58.5,54,1016.5,9.2,13.1,18.1,24.1,61,57,0.01,0,719,59
"2222",4,2019,10,3,2019-10-03,55.3,47.3,1019.7,10,12.5,18.1,24.1,61,53.1,0.09,0,690,57.05
"2223",7,2012,10,21,2012-10-21,56.5,39,1012.9,10,5,18.1,23.9,64,48.9,0,0,426,56.45
"2224",4,2014,10,23,2014-10-23,59.5,57,1000.4,8.7,10.7,18.1,25.1,64,51.1,0.1,0,639,57.55
"2225",2,2019,10,8,2019-10-08,61.3,58,1022.2,9.3,12.1,18.1,22.9,73,57.9,0.18,0,523,65.45
"2226",1,2014,10,20,2014-10-20,49,32.4,1016.2,10,11.8,18.1,27,59,41,0,0,591,50
"2227",5,2018,10,26,2018-10-26,39.8,25.4,1018.6,10,8.7,18.1,25.1,50,33.1,0,0,747,41.55
"2228",2,2017,10,24,2017-10-24,64.3,63.4,1018.6,8.7,14.7,18.1,NA,69.1,53.1,0,0,685,61.1
"2229",2,2012,10,9,2012-10-09,53.8,48.5,1022.3,8.5,5.6,18.1,26,57.2,50,0.46,0,570,53.6
"2230",4,2019,10,31,2019-10-31,62.5,60.2,1017.7,5.4,13.1,18.1,24.1,64.9,53.1,0.7,0,616,59
"2231",4,2015,10,22,2015-10-22,60.5,55.7,1022.9,8.8,9.7,18.1,24.1,70,52,0,1,666,61
"2232",1,2017,10,9,2017-10-09,66.3,66.2,1016.5,6.2,10.5,18.1,24.1,71.1,64,0.02,0,546,67.55
"2233",5,2016,10,21,2016-10-21,64.6,62.1,1010.7,6,12.9,18.1,24.1,70,52,0.01,1,851,61
"2234",7,2014,10,26,2014-10-26,57.6,45.4,999.7,10,13.1,18.1,28.9,62.1,45,0.04,0,515,53.55
"2235",3,2019,10,16,2019-10-16,51.5,46,1015.6,9.9,9.3,18.1,27,60.1,39,0,0,658,49.55
"2236",5,2020,10,2,2020-10-02,64.8,59,1013.1,8.7,8.5,18.1,24.1,70,59,0,1,352,64.5
"2237",5,2012,10,19,2012-10-19,63.2,61.1,1010.9,6.1,5.2,18.1,23.9,66,55,0.25,1,738,60.5
"2238",1,2018,10,15,2018-10-15,57.1,51.9,1021.9,9.1,9.8,18.1,22.9,64.9,43,0,0,692,53.95
"2239",3,2018,10,3,2018-10-03,64.4,62.3,1017,7.7,9.4,19,NA,71.1,59,0.71,0,778,65.05
"2240",2,2016,10,25,2016-10-25,49.1,29.5,1017.6,10,14.1,19,28,61,45,0,0,566,53
"2241",7,2015,10,18,2015-10-18,46.1,28,1020.6,10,13.7,19,25.1,60.1,41,0,0,551,50.55
"2242",1,2015,10,19,2015-10-19,42.8,24.8,1027.3,10,12.6,19,25.1,48,39.9,0,0,667,43.95
"2243",4,2016,10,20,2016-10-20,60.4,54.3,1021.3,9.1,10.5,19,24.1,71.1,52,0,1,662,61.55
"2244",5,2012,10,12,2012-10-12,51.2,35.9,1021.1,10,5.3,19,25.1,62.6,48,0,0,594,55.3
"2245",3,2017,10,4,2017-10-04,59.3,56.1,1029.6,10,12.4,19,NA,66,46,0,0,711,56
"2246",3,2016,10,26,2016-10-26,44.7,28.1,1025.3,10,14.9,19,27,53.1,41,0,0,706,47.05
"2247",6,2016,10,1,2016-10-01,62,60.2,1021.1,1.7,14,19,28,64.9,59,1.63,1,581,61.95
"2248",7,2018,10,28,2018-10-28,56.8,52.7,1007.4,6.9,13.4,19,27,61,44.1,0.99,0,556,52.55
"2249",6,2014,10,25,2014-10-25,54.7,45.9,1006,10,10.7,19,22.9,62.1,45,0,0,515,53.55
"2250",7,2016,10,16,2016-10-16,55.2,47.6,1023.1,10,9.3,19,NA,66,39.9,0,0,503,52.95
"2251",1,2016,10,31,2016-10-31,48.3,41.9,1018.8,8.2,12.5,19,26,52,42.1,0.49,0,655,47.05
"2252",5,2013,10,11,2013-10-11,60.6,56.6,1018.4,10,13.3,19,26,64.9,55,0,0,621,59.95
"2253",3,2018,10,24,2018-10-24,48.8,41.3,1012.4,10,13.2,20,29.9,59,44.1,0.03,0,719,51.55
"2254",7,2014,10,19,2014-10-19,56,45.2,1005.8,10,10.7,20,24.1,68,51.1,0.01,0,483,59.55
"2255",7,2017,10,29,2017-10-29,60.4,59.4,1012.4,9.6,12.3,20,25.1,64,42.1,0,0,613,53.05
"2256",1,2018,10,29,2018-10-29,54.9,48.9,1008.4,9.8,11.7,20,28,61,51.1,0,0,696,56.05
"2257",4,2018,10,11,2018-10-11,67.2,65.9,1009.6,4.1,8.9,20,25.1,72,64,0,1,741,68
"2258",6,2012,10,13,2012-10-13,45.2,25.9,1030.8,10,3.1,20,27,52,37.9,0,0,547,44.95
"2259",1,2017,10,16,2017-10-16,62.3,58.2,1011.6,8.8,13.8,20,27,68,55,0,0,641,61.5
"2260",1,2015,10,5,2015-10-05,58.6,52.1,1020.4,10,17.1,20,28.9,64,53.1,0,0,597,58.55
"2261",1,2019,10,21,2019-10-21,55.2,52,1016.7,9.5,13.5,20,28,60.1,39,0.2,0,559,49.55
"2262",4,2018,10,25,2018-10-25,45.3,32.4,1015.5,10,14.2,20,28.9,53.1,42.1,0,0,763,47.6
"2263",4,2012,10,11,2012-10-11,53.4,35.3,1018.9,10,5.5,20,28.9,62.6,46.9,0.02,0,657,54.75
"2264",5,2013,10,18,2013-10-18,62.3,57,1008.3,8.8,11,20,25.1,68,57,0.01,0,680,62.5
"2265",7,2012,10,14,2012-10-14,58.7,45.9,1021.9,10,5,20,26,69.1,44.6,0,0,517,56.85
"2266",1,2016,10,24,2016-10-24,57.5,41.6,1009.5,9.9,12.5,20,27,61,50,0.07,0,573,55.5
"2267",1,2012,10,15,2012-10-15,65.3,57.8,1009.5,9.4,4.5,20,26,71.1,61,0,0,607,66.05
"2268",2,2016,10,4,2016-10-04,60.5,54.2,1023.5,9.7,12.4,20,27,66,55.9,0.01,0,523,60.95
"2269",7,2017,10,15,2017-10-15,63.3,63.3,1016.6,1.4,7.1,20,27,68,57,0.71,1,496,62.5
"2270",1,2012,10,22,2012-10-22,57.8,40.1,1017.4,10,4.3,20,26,66,48.9,0,0,608,57.45
"2271",4,2017,10,5,2017-10-05,63.7,62.6,1019.9,8.4,15.8,21,25.1,69.1,54,0,0,657,61.55
"2272",5,2016,10,14,2016-10-14,55.9,45.7,1022.4,10,14.2,21,27,66.9,48,0,0,767,57.45
"2273",1,2013,10,28,2013-10-28,50.7,33,1020.4,10,10.3,21,27,57.9,36,0,0,620,46.95
"2274",5,2018,10,19,2018-10-19,49.2,33.4,1022.9,10,13.7,21,31.1,59,39.9,0,0,787,49.45
"2275",5,2014,10,24,2014-10-24,54.3,51.1,1003.1,7.6,15.7,21,29.9,64,51.1,0.16,0,669,57.55
"2276",5,2019,10,18,2019-10-18,55,42.4,1002.8,10,14.9,21,39,64,51.1,0.21,0,634,57.55
"2277",2,2017,10,10,2017-10-10,68.8,65.6,1015,5.9,11,21,28.9,77,63,0.31,1,768,70
"2278",2,2017,10,17,2017-10-17,51.1,39,1022.8,10,12.1,21,26,66.9,41,0,0,736,53.95
"2279",5,2015,10,23,2015-10-23,56.2,43,1019.2,10,15.4,21,31.1,66.9,48.9,0.01,0,742,57.9
"2280",3,2014,10,22,2014-10-22,57,55.4,1010.3,6.1,12.8,21,28.9,60.8,51.8,0.23,0,708,56.3
"2281",4,2017,10,12,2017-10-12,57.1,49.2,1026.7,10,14.5,21,27,68,52,0.09,0,603,60
"2282",4,2014,10,9,2014-10-09,60.8,45.9,1013.8,9.7,12.6,21,26,70,48.9,0.39,0,499,59.45
"2283",2,2012,10,30,2012-10-30,53.9,48.9,989,8.1,8.9,22,46,64.4,50,1.97,0,372,57.2
"2284",4,2014,10,2,2014-10-02,59.9,56.3,1016.6,9.4,17.6,22,28.9,61,57.2,1.08,0,558,59.1
"2285",7,2012,10,28,2012-10-28,57.7,50,1010.8,9.6,11.9,22,32.1,61,53.6,0,0,403,57.3
"2286",3,2013,10,9,2013-10-09,56.4,44.3,1027.9,10,11.6,22,26,64.9,51.1,0.03,0,529,58
"2287",6,2013,10,12,2013-10-12,58.6,53.4,1021.7,10,13.2,22,31.1,64.9,54,0,0,556,59.45
"2288",6,2019,10,5,2019-10-05,51.9,37.9,1027.7,10,12.2,22.9,32.1,63,42.1,0.04,0,557,52.55
"2289",6,2015,10,10,2015-10-10,59.2,49.2,1016,9,13.1,22.9,32.1,68,46,0.56,0,649,57
"2290",7,2015,10,4,2015-10-04,56.2,46.7,1026.5,10,19.2,22.9,33,60.1,53.1,0.04,0,536,56.6
"2291",3,2015,10,28,2015-10-28,53.8,46.9,1030.4,9.3,13.2,22.9,31.1,61,36,0,0,689,48.5
"2292",3,2018,10,17,2018-10-17,55.6,40.7,1013.4,10,13.3,22.9,29.9,63,46.9,0.1,0,699,54.95
"2293",1,2015,10,26,2015-10-26,52.3,39.8,1026,10,12.9,22.9,29.9,62.1,41,0,0,698,51.55
"2294",1,2012,10,1,2012-10-01,60.6,46.8,1011.2,10,4.7,23.9,33,70,53.1,0.46,0,555,61.55
"2295",6,2018,10,20,2018-10-20,59.5,53.2,1008.6,9,16.1,24.1,33,61,57.2,0.01,0,629,59.1
"2296",2,2017,10,31,2017-10-31,57.7,44.2,1014.3,10,18.1,24.1,29.9,73,53.1,0.04,0,696,63.05
"2297",4,2018,10,18,2018-10-18,45.6,23.6,1019.5,10,16.3,24.1,35.9,63,41,0,0,735,52
"2298",3,2017,10,25,2017-10-25,65.1,65,1009.4,4.9,17.1,24.1,35,69.1,60.1,0.06,0,648,64.6
"2299",4,2017,10,26,2017-10-26,60.1,59.6,1002.6,7.8,11.3,24.1,31.1,66.9,55,1.86,0,658,60.95
"2300",4,2015,10,29,2015-10-29,63.2,60.9,1005.5,3.5,17.6,24.1,35.9,66,46.9,0.54,1,767,56.45
"2301",5,2018,10,5,2018-10-05,62.2,57,1017.9,9.8,14.7,25.1,29.9,66.9,55.9,0,0,796,61.4
"2302",5,2019,10,4,2019-10-04,57.4,51.3,1015.5,9.4,14.6,25.1,35,63,52,0.08,0,708,57.5
"2303",1,2019,10,28,2019-10-28,56,52.3,1016.4,8.3,17.1,25.1,36.9,64.4,53.1,1.67,1,607,58.75
"2304",6,2013,10,26,2013-10-26,49,32.9,1020.1,10,13.7,25.1,34,57.9,32,0,0,626,44.95
"2305",6,2016,10,29,2016-10-29,51,44.8,1015.3,8.8,15.8,26,38.1,59,46,0.01,0,614,52.5
"2306",2,2015,10,20,2015-10-20,58.2,45.6,1022.8,9.7,21.3,26,34,66,39.9,0,0,714,52.95
"2307",2,2018,10,16,2018-10-16,57.1,44.8,1015.2,8.6,15.5,26,39,69.1,43,0.18,0,688,56.05
"2308",3,2019,10,9,2019-10-09,56.9,53.6,1022.1,7.8,19.5,26,39,66.9,55,0.17,0,383,60.95
"2309",7,2013,10,27,2013-10-27,54.3,38.7,1012.5,10,13.8,26,35.9,57.9,50,0.01,0,512,53.95
"2310",6,2016,10,22,2016-10-22,61.3,58.9,993.1,3.5,12.2,27,36.9,70,50,0.01,1,629,60
"2311",5,2015,10,2,2015-10-02,56,53.3,1020.6,4.1,22.5,27,38.1,57.2,55,1.07,0,798,56.1
"2312",6,2015,10,3,2015-10-03,55.5,50.4,1026,7.9,22.1,27,38.1,57.9,53.6,1.01,0,556,55.75
"2313",7,2018,10,21,2018-10-21,48.5,41.4,1004.7,9.1,11.8,27,35.9,62.1,42.1,0.2,0,593,52.1
"2314",5,2016,10,28,2016-10-28,51.8,46.3,1015.4,7.7,18.6,27,38.1,59,39.9,0.78,0,798,49.45
"2315",7,2019,10,27,2019-10-27,53.4,47.2,1022.7,7.6,14.3,27,38.1,62.6,44.1,0,0,467,53.35
"2316",4,2015,10,1,2015-10-01,59.7,55.3,1015.2,8.1,21.4,28,36.9,73.9,57,1.26,0,683,65.45
"2317",6,2019,10,12,2019-10-12,56.2,54.1,1011.6,6.7,19.9,28,36.9,61,55,0.12,0,502,58
"2318",6,2018,10,27,2018-10-27,50,45.3,1015.4,5.7,16,28,40,59,33.1,0.2,0,757,46.05
"2319",5,2020,10,30,2020-10-30,44.3,42,1008.8,6,21.8,28.9,35.9,50,41,1.16,1,389,45.5
"2320",7,2016,10,23,2016-10-23,53.7,35.4,1003,10,21.3,29.9,45.1,64,50,0.01,0,534,57
"2321",3,2014,10,8,2014-10-08,65.2,60.4,1012.5,9.4,12.3,31.1,44.1,70,60.1,0.07,1,639,65.05
"2322",5,2018,10,12,2018-10-12,63.1,60.6,999.7,5.2,14.8,31.1,42,72,54,1.46,0,830,63
"2323",5,2019,10,11,2019-10-11,55.5,53.4,1015.1,3.6,26.1,33,41,57.2,53.6,2.71,0,606,55.4
"2324",4,2019,10,10,2019-10-10,54.5,51.8,1018.5,4.9,28.8,34,47,57,53.6,0.72,0,615,55.3
"2325",4,2019,10,17,2019-10-17,58.2,50,990,9.9,28,35,49.9,64,55.4,0.86,0,608,59.7
"2326",1,2016,10,10,2016-10-10,54.1,43.8,1016.8,8,24.8,36.9,49,57,51.8,3.76,0,539,54.4
"2327",7,2016,10,9,2016-10-09,62.2,59.7,1013.8,6.4,13.8,36.9,48,69.1,46.9,0,0,480,58
"2328",1,2017,10,30,2017-10-30,60.4,52,997.1,6.9,27.3,42,55.9,66,53.1,1.61,0,832,59.55
"2329",4,2020,11,5,2020-11-05,59,54.7,1031.2,9.8,10.3,13,NA,64.9,54,0,0,356,59.45
"2330",5,2020,11,13,2020-11-13,53.5,49.8,1016.8,6.9,9.3,15,22,64.9,52,1.28,1,387,58.45
"2331",5,2020,11,6,2020-11-06,59.5,57.3,1025.9,7.6,9.7,15,NA,64.9,55.9,0.02,1,361,60.4
"2332",2,2013,11,5,2013-11-05,43.5,30.4,1037.8,10,3.9,7,NA,50,37.9,0,0,510,43.95
"2333",1,2014,11,10,2014-11-10,48.2,42.2,1019.2,9.6,4,7,NA,59,39,0,0,560,49
"2334",2,2016,11,1,2016-11-01,46.2,37.1,1027.3,10,4.4,8,NA,53.1,34,0.01,0,732,43.55
"2335",3,2015,11,25,2015-11-25,39.6,26.8,1038.6,10,4.3,8,NA,50,28.9,0,0,717,39.45
"2336",1,2018,11,19,2018-11-19,46.7,41,1021,10,5,8.9,NA,54,37.9,0,0,697,45.95
"2337",3,2016,11,9,2016-11-09,51.6,46.1,1009.9,8.8,4.6,8.9,NA,61,39,0,1,541,50
"2338",3,2013,11,6,2013-11-06,46.5,41.4,1030.4,10,3.7,8.9,NA,57,36,0,0,635,46.5
"2339",3,2015,11,18,2015-11-18,42.9,33.8,1034.9,10,3.2,8.9,NA,51.1,30.9,0,0,628,41
"2340",5,2012,11,23,2012-11-23,48.3,40.8,1016.5,8.9,3.4,8.9,NA,54,39.2,0,1,481,46.6
"2341",5,2017,11,24,2017-11-24,40.8,30.7,1016.1,10,6.9,9.9,NA,50,33.1,0,0,502,41.55
"2342",2,2012,11,27,2012-11-27,38.7,27.2,1024.2,7,4.4,9.9,NA,44.6,33.8,0,0,583,39.2
"2343",7,2012,11,11,2012-11-11,54.7,45.1,1030.8,7,1.6,9.9,NA,63,37.4,0,0,526,50.2
"2344",1,2012,11,12,2012-11-12,56.7,50.2,1029.8,7.4,2.9,9.9,17.1,64.9,48,0,1,547,56.45
"2345",6,2013,11,16,2013-11-16,51.2,43.6,1025,9.6,6.5,9.9,NA,57.9,46.9,0,0,612,52.4
"2346",4,2016,11,24,2016-11-24,42.2,34.3,1025.6,10,6,9.9,15,48.9,30,0,0,428,39.45
"2347",4,2013,11,21,2013-11-21,39,26.7,1035,10,4.9,9.9,NA,48,30.9,0,0,628,39.45
"2348",2,2019,11,26,2019-11-26,46.5,42.5,1015.7,10,5.4,9.9,NA,55.9,35.1,0,1,702,45.5
"2349",6,2017,11,25,2017-11-25,50.1,47.2,1010.6,10,7.8,9.9,NA,55.9,34,0,0,456,44.95
"2350",3,2014,11,12,2014-11-12,56.5,53.5,1012.9,6,5.2,11.1,NA,68,45,0,1,546,56.5
"2351",1,2015,11,16,2015-11-16,54,41.2,1020.4,10,8.3,11.1,NA,60.1,41,0,0,618,50.55
"2352",2,2016,11,8,2016-11-08,47.2,38.2,1020.5,10,7.1,11.1,NA,57,39,0,0,620,48
"2353",7,2018,11,18,2018-11-18,41.7,29.3,1025.8,10,6.7,11.1,NA,44.1,35.1,0,0,470,39.6
"2354",3,2015,11,4,2015-11-04,57,49.3,1026.2,9.7,7.4,11.1,NA,64,43,0,0,672,53.5
"2355",5,2015,11,27,2015-11-27,52.6,48.4,1034.2,9.8,7.5,11.1,NA,59,45,0,0,480,52
"2356",4,2015,11,5,2015-11-05,58.9,55.9,1025.8,9.1,7.6,11.1,NA,66.9,48.9,0,1,690,57.9
"2357",7,2017,11,12,2017-11-12,35.8,29.8,1032.6,10,5,12,NA,46.9,24.1,0,0,539,35.5
"2358",2,2014,11,11,2014-11-11,51,47.2,1020.7,9.5,8.2,12,NA,59,39,0,1,493,49
"2359",6,2013,11,30,2013-11-30,31.3,15.4,1038.9,10,6.5,12,NA,37.9,25,0,0,479,31.45
"2360",7,2019,11,3,2019-11-03,51,36.8,1016.8,10,7.5,12,NA,55.9,36,0,0,479,45.95
"2361",1,2019,11,4,2019-11-04,48.1,30,1026.3,10,7.5,12,NA,55.9,42.1,0,0,623,49
"2362",5,2016,11,25,2016-11-25,48.6,43.1,1023.9,10,6.9,12,NA,51.1,34,0,0,455,42.55
"2363",7,2013,11,17,2013-11-17,48.9,45.9,1024.9,6.8,7,13,NA,55.9,37.4,0,1,532,46.65
"2364",1,2015,11,9,2015-11-09,51.4,37.7,1029.7,10,7.9,13,NA,60.1,43,0,0,615,51.55
"2365",6,2016,11,5,2016-11-05,47.8,33.6,1020.6,10,7.9,13,NA,55.9,36,0,0,626,45.95
"2366",1,2015,11,2,2015-11-02,58.3,49.4,1016.1,9.5,7.8,13,18.1,64.9,50,0,0,613,57.45
"2367",5,2017,11,3,2017-11-03,58.7,58.5,1019.3,3.4,7.7,13,NA,66,52,0,1,776,59
