date,year,mo,da,temp,dewp,slp,visib,wdsp,mxpsd,gust
2012-01-01,2012,01,01,63.8,52.7,9999.9,999.9,7.0,11.1,999.9
2012-01-01,2012,01,01,63.0,55.3,1015.3,999.9,6.5,8.0,999.9
2012-01-01,2012,01,01,70.2,62.2,1014.1,999.9,1.8,5.1,999.9
2012-01-01,2012,01,01,13.8,7.4,1035.2,999.9,10.0,17.5,999.9
2012-01-01,2012,01,01,12.3,5.1,1033.7,999.9,8.5,16.9,29.9
2012-01-01,2012,01,01,44.8,42.3,989.2,999.9,17.5,27.2,999.9
2012-01-01,2012,01,01,21.5,9999.9,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,27.2,23.6,1006.7,999.9,9.9,17.5,999.9
2012-01-01,2012,01,01,84.1,9999.9,1006.9,999.9,4.6,13.0,999.9
2012-01-01,2012,01,01,40.3,38.7,9999.9,999.9,15.4,21.4,999.9
2012-01-01,2012,01,01,23.3,9999.9,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,16.0,13.6,9999.9,999.9,4.6,11.8,21.0
2012-01-01,2012,01,01,23.3,22.2,9999.9,999.9,4.5,7.8,999.9
2012-01-01,2012,01,01,-11.2,-19.3,9999.9,999.9,3.1,7.0,17.1
2012-01-01,2012,01,01,16.0,8.2,1026.5,999.9,17.5,26.8,38.1
2012-01-01,2012,01,01,29.4,27.6,1022.6,999.9,2.6,5.8,999.9
2012-01-01,2012,01,01,35.5,28.1,1020.8,999.9,2.3,3.9,999.9
2012-01-01,2012,01,01,29.8,9999.9,988.9,999.9,5.8,7.0,999.9
2012-01-01,2012,01,01,12.2,-5.6,1030.4,999.9,5.5,8.9,26.0
2012-01-01,2012,01,01,46.6,9999.9,1007.0,999.9,13.5,25.3,999.9
2012-01-01,2012,01,01,62.6,49.9,1013.9,999.9,8.6,11.1,999.9
2012-01-01,2012,01,01,42.0,9999.9,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,42.4,9999.9,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,65.5,60.7,9999.9,999.9,8.6,13.0,999.9
2012-01-01,2012,01,01,82.8,42.1,1013.0,999.9,7.0,8.9,999.9
2012-01-01,2012,01,01,42.8,35.8,1012.6,999.9,46.4,64.9,67.0
2012-01-01,2012,01,01,59.6,9999.9,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,68.3,9999.9,1023.4,999.9,4.6,8.0,9.9
2012-01-01,2012,01,01,50.5,9999.9,1019.1,999.9,11.8,21.4,25.3
2012-01-01,2012,01,01,67.9,9999.9,1022.8,999.9,3.2,6.0,999.9
2012-01-01,2012,01,01,77.6,72.3,1018.3,999.9,4.7,9.7,999.9
2012-01-01,2012,01,01,79.6,75.2,1018.6,999.9,17.2,19.4,999.9
2012-01-01,2012,01,01,30.7,9999.9,9999.9,999.9,3.0,5.8,999.9
2012-01-01,2012,01,01,37.2,9999.9,1007.3,999.9,16.8,26.0,999.9
2012-01-01,2012,01,01,16.1,13.4,1011.8,999.9,16.2,22.0,29.9
2012-01-01,2012,01,01,64.8,9999.9,1021.1,999.9,5.3,11.1,999.9
2012-01-01,2012,01,01,45.4,9999.9,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,75.5,53.8,1014.1,999.9,4.6,7.0,999.9
2012-01-01,2012,01,01,88.5,43.6,1006.1,999.9,11.1,15.9,999.9
2012-01-01,2012,01,01,38.2,36.3,1006.2,999.9,9.1,17.9,29.9
2012-01-01,2012,01,01,37.8,30.6,1026.1,999.9,5.5,8.0,999.9
2012-01-01,2012,01,01,86.2,73.1,1007.5,999.9,2.5,5.1,999.9
2012-01-01,2012,01,01,15.9,12.8,1012.4,999.9,27.0,35.0,38.1
2012-01-01,2012,01,01,87.8,47.4,1006.3,999.9,14.1,22.9,999.9
2012-01-01,2012,01,01,69.6,50.0,1015.1,999.9,4.6,13.0,999.9
2012-01-01,2012,01,01,37.7,35.2,1019.1,999.9,2.7,3.9,999.9
2012-01-01,2012,01,01,30.2,28.6,9999.9,999.9,6.3,7.8,999.9
2012-01-01,2012,01,01,26.5,22.7,994.7,999.9,7.5,11.7,999.9
2012-01-01,2012,01,01,19.2,3.5,972.6,999.9,22.5,37.9,999.9
2012-01-01,2012,01,01,31.5,29.6,9999.9,999.9,0.2,1.9,999.9
2012-01-01,2012,01,01,47.3,44.3,998.1,999.9,10.0,14.0,999.9
2012-01-01,2012,01,01,22.6,21.4,1005.2,999.9,7.2,8.9,999.9
2012-01-01,2012,01,01,31.9,30.3,1023.3,999.9,0.9,1.9,4.1
2012-01-01,2012,01,01,42.7,41.2,1021.9,999.9,2.4,8.0,9.9
2012-01-01,2012,01,01,28.0,25.4,9999.9,999.9,13.0,25.3,999.9
2012-01-01,2012,01,01,9.9,-0.7,9999.9,999.9,6.0,10.9,17.9
2012-01-01,2012,01,01,33.5,28.0,1022.0,999.9,3.2,5.8,999.9
2012-01-01,2012,01,01,23.3,21.4,1020.7,999.9,4.5,7.8,999.9
2012-01-01,2012,01,01,35.9,32.0,988.3,999.9,2.9,5.8,999.9
2012-01-01,2012,01,01,69.2,51.9,9999.9,999.9,3.7,7.0,999.9
2012-01-01,2012,01,01,36.9,35.8,1020.5,999.9,1.5,3.9,999.9
2012-01-01,2012,01,01,3.2,-2.6,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,29.2,9999.9,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,12.2,-1.0,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,83.0,74.4,1008.0,999.9,3.3,6.0,999.9
2012-01-01,2012,01,01,83.7,9999.9,9999.9,999.9,3.0,8.0,999.9
2012-01-01,2012,01,01,69.2,59.2,9999.9,999.9,4.9,6.0,999.9
2012-01-01,2012,01,01,98.2,38.8,1006.2,999.9,12.1,18.1,999.9
2012-01-01,2012,01,01,9.4,5.3,1028.6,999.9,4.3,11.1,15.9
2012-01-01,2012,01,01,62.5,41.4,9999.9,999.9,11.5,26.0,999.9
2012-01-01,2012,01,01,75.8,43.9,9999.9,999.9,14.3,22.9,999.9
2012-01-01,2012,01,01,65.6,61.2,1014.6,999.9,20.1,29.9,999.9
2012-01-01,2012,01,01,71.9,55.5,1014.8,999.9,2.9,7.0,999.9
2012-01-01,2012,01,01,92.7,72.8,1006.5,999.9,8.1,15.9,999.9
2012-01-01,2012,01,01,66.7,57.2,1015.8,999.9,6.9,11.1,999.9
2012-01-01,2012,01,01,75.8,50.1,1013.8,999.9,5.6,12.0,999.9
2012-01-01,2012,01,01,12.9,1.4,1032.8,999.9,10.0,11.1,999.9
2012-01-01,2012,01,01,80.5,48.4,1009.2,999.9,8.9,22.0,999.9
2012-01-01,2012,01,01,78.0,61.5,1012.0,999.9,8.0,13.0,999.9
2012-01-01,2012,01,01,26.9,22.4,9999.9,999.9,2.8,5.8,999.9
2012-01-01,2012,01,01,69.7,53.1,9999.9,999.9,4.8,7.0,999.9
2012-01-01,2012,01,01,55.0,46.6,9999.9,999.9,5.7,7.8,999.9
2012-01-01,2012,01,01,20.3,19.0,9999.9,999.9,7.2,17.5,999.9
2012-01-01,2012,01,01,87.4,73.6,1007.4,999.9,3.8,7.0,999.9
2012-01-01,2012,01,01,29.3,28.9,1010.8,999.9,5.3,11.7,999.9
2012-01-01,2012,01,01,59.8,9999.9,1023.2,999.9,2.8,7.0,8.9
2012-01-01,2012,01,01,29.6,27.1,9999.9,999.9,4.1,7.8,999.9
2012-01-01,2012,01,01,68.3,56.5,1015.5,999.9,7.7,15.9,999.9
2012-01-01,2012,01,01,29.3,19.3,1001.0,999.9,31.4,40.8,49.9
2012-01-01,2012,01,01,11.6,1.9,9999.9,999.9,6.6,16.9,29.9
2012-01-01,2012,01,01,19.8,12.9,1026.6,999.9,18.3,22.0,41.0
2012-01-01,2012,01,01,22.2,20.4,996.2,999.9,0.0,999.9,999.9
2012-01-01,2012,01,01,75.9,60.8,1008.1,999.9,5.6,8.9,999.9
2012-01-01,2012,01,01,85.9,73.4,1008.4,999.9,6.8,11.1,999.9
2012-01-01,2012,01,01,51.5,9999.9,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,69.2,62.3,1014.7,999.9,6.0,9.9,999.9
2012-01-01,2012,01,01,94.1,49.9,1005.0,999.9,6.2,8.9,999.9
2012-01-01,2012,01,01,35.3,9999.9,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,21.2,16.1,9999.9,999.9,11.1,16.9,22.9
2012-01-01,2012,01,01,31.8,9999.9,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,92.7,44.8,1008.6,999.9,9.3,14.0,999.9
2012-01-01,2012,01,01,43.6,35.7,9999.9,999.9,53.6,58.9,70.9
2012-01-01,2012,01,01,47.2,9999.9,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,-5.4,9999.9,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,16.4,13.2,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,28.1,26.7,1014.9,999.9,4.1,8.9,17.9
2012-01-01,2012,01,01,55.5,48.7,1029.6,999.9,4.0,7.8,15.5
2012-01-01,2012,01,01,70.6,53.8,9999.9,999.9,7.9,15.0,999.9
2012-01-01,2012,01,01,45.6,37.2,1002.9,999.9,15.8,19.0,999.9
2012-01-01,2012,01,01,60.4,9999.9,1022.4,999.9,5.6,8.9,999.9
2012-01-01,2012,01,01,27.6,23.1,1004.5,999.9,9.3,21.0,29.9
2012-01-01,2012,01,01,1.0,-10.1,1014.9,999.9,3.2,8.0,34.0
2012-01-01,2012,01,01,13.0,7.3,9999.9,999.9,5.2,8.9,15.0
2012-01-01,2012,01,01,63.0,60.7,9999.9,999.9,1.1,4.1,999.9
2012-01-01,2012,01,01,35.5,9999.9,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,40.1,33.0,9999.9,999.9,15.1,42.0,50.9
2012-01-01,2012,01,01,29.2,26.2,1013.2,999.9,13.0,20.0,999.9
2012-01-01,2012,01,01,25.5,24.3,9999.9,999.9,5.5,8.9,999.9
2012-01-01,2012,01,01,35.0,32.7,1013.3,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,38.0,9999.9,1006.6,999.9,19.5,35.9,999.9
2012-01-01,2012,01,01,10.0,-0.2,9999.9,999.9,4.7,9.9,999.9
2012-01-01,2012,01,01,57.3,9999.9,1019.3,999.9,3.7,14.0,999.9
2012-01-01,2012,01,01,68.3,9999.9,1022.8,999.9,9.7,13.6,999.9
2012-01-01,2012,01,01,32.2,9999.9,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,57.8,56.1,1003.7,999.9,12.0,21.0,999.9
2012-01-01,2012,01,01,32.1,30.2,997.4,999.9,5.7,11.7,999.9
2012-01-01,2012,01,01,41.1,9999.9,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,74.9,9999.9,1015.7,999.9,13.4,15.5,19.4
2012-01-01,2012,01,01,41.9,38.8,9999.9,999.9,10.9,21.0,24.9
2012-01-01,2012,01,01,26.7,25.6,1031.2,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,37.0,9999.9,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,33.8,32.1,994.3,999.9,4.0,9.7,999.9
2012-01-01,2012,01,01,50.5,9999.9,1019.5,999.9,3.4,9.9,999.9
2012-01-01,2012,01,01,33.2,9999.9,1008.2,999.9,8.0,20.0,999.9
2012-01-01,2012,01,01,40.5,39.8,9999.9,999.9,3.1,5.1,8.0
2012-01-01,2012,01,01,66.8,9999.9,1024.1,999.9,2.7,7.0,999.9
2012-01-01,2012,01,01,10.2,2.0,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,10.5,-4.4,9999.9,999.9,4.5,6.0,27.0
2012-01-01,2012,01,01,39.3,36.1,999.2,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,49.0,9999.9,1016.2,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,12.3,10.6,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,29.2,9999.9,1009.7,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,34.5,30.6,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,16.8,10.4,1037.5,999.9,6.0,9.9,999.9
2012-01-01,2012,01,01,77.3,71.3,1020.2,999.9,10.5,13.6,999.9
2012-01-01,2012,01,01,79.2,9999.9,1019.8,999.9,9.7,13.0,999.9
2012-01-01,2012,01,01,28.9,27.2,963.5,999.9,9.1,14.0,999.9
2012-01-01,2012,01,01,60.8,9999.9,1022.4,999.9,9.5,15.9,999.9
2012-01-01,2012,01,01,69.8,9999.9,1021.5,999.9,8.7,15.0,999.9
2012-01-01,2012,01,01,8.4,-0.7,9999.9,999.9,6.4,14.0,27.0
2012-01-01,2012,01,01,62.0,51.2,1022.2,999.9,3.5,5.8,999.9
2012-01-01,2012,01,01,77.5,68.6,1011.8,999.9,6.8,12.0,999.9
2012-01-01,2012,01,01,23.1,20.6,1015.6,999.9,13.3,20.0,22.9
2012-01-01,2012,01,01,14.6,-3.5,1027.8,999.9,10.5,15.9,24.1
2012-01-01,2012,01,01,34.1,32.3,1008.3,999.9,12.9,22.0,25.8
2012-01-01,2012,01,01,43.8,32.8,1016.2,999.9,2.6,6.0,999.9
2012-01-01,2012,01,01,-18.6,-22.6,1030.2,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,64.2,55.4,1011.5,999.9,10.6,13.0,999.9
2012-01-01,2012,01,01,95.8,37.3,1008.0,999.9,10.1,14.0,999.9
2012-01-01,2012,01,01,73.2,56.3,9999.9,999.9,3.5,6.0,999.9
2012-01-01,2012,01,01,72.9,52.5,1018.1,999.9,3.3,5.1,999.9
2012-01-01,2012,01,01,56.9,53.6,1013.4,999.9,8.0,11.1,999.9
2012-01-01,2012,01,01,87.3,40.0,1012.0,999.9,7.9,12.0,999.9
2012-01-01,2012,01,01,70.6,55.6,1015.9,999.9,6.7,15.0,999.9
2012-01-01,2012,01,01,70.0,57.4,9999.9,999.9,3.4,7.0,999.9
2012-01-01,2012,01,01,31.2,27.1,961.6,999.9,5.7,9.9,999.9
2012-01-01,2012,01,01,41.4,40.6,1023.7,999.9,1.0,4.1,5.1
2012-01-01,2012,01,01,28.0,13.4,9999.9,999.9,6.2,12.8,999.9
2012-01-01,2012,01,01,62.0,51.9,1014.2,999.9,9.1,13.0,999.9
2012-01-01,2012,01,01,19.9,15.3,992.5,999.9,5.5,8.0,999.9
2012-01-01,2012,01,01,19.3,18.4,1011.3,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,26.8,9999.9,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,4.2,-5.1,1042.1,999.9,7.3,9.7,19.4
2012-01-01,2012,01,01,83.2,72.7,1008.8,999.9,3.9,8.0,999.9
2012-01-01,2012,01,01,90.9,60.8,1004.6,999.9,9.1,12.0,999.9
2012-01-01,2012,01,01,74.3,55.1,1013.8,999.9,4.5,6.0,999.9
2012-01-01,2012,01,01,27.8,23.8,963.7,999.9,20.0,26.0,999.9
2012-01-01,2012,01,01,69.0,53.6,1015.4,999.9,3.5,5.1,999.9
2012-01-01,2012,01,01,38.9,30.2,1026.9,999.9,25.4,31.9,39.0
2012-01-01,2012,01,01,23.6,17.6,1017.2,999.9,21.6,29.9,37.9
2012-01-01,2012,01,01,34.7,24.3,990.9,999.9,6.1,13.6,999.9
2012-01-01,2012,01,01,51.1,9999.9,1019.4,999.9,4.0,7.8,999.9
2012-01-01,2012,01,01,49.2,38.4,1016.3,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,28.1,26.9,9999.9,999.9,3.0,5.8,999.9
2012-01-01,2012,01,01,37.6,9999.9,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,22.1,15.6,9999.9,999.9,18.5,22.9,36.9
2012-01-01,2012,01,01,27.2,19.0,1035.3,999.9,3.0,7.0,999.9
2012-01-01,2012,01,01,19.5,9.4,1029.6,999.9,18.0,21.0,35.0
2012-01-01,2012,01,01,32.2,30.6,9999.9,999.9,2.2,5.8,999.9
2012-01-01,2012,01,01,10.3,-1.3,9999.9,999.9,8.8,12.8,25.1
2012-01-01,2012,01,01,38.0,35.3,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,34.1,9999.9,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,37.4,10.7,1029.9,999.9,4.0,7.0,999.9
2012-01-01,2012,01,01,59.2,9999.9,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,79.8,37.8,1013.8,999.9,3.4,8.0,999.9
2012-01-01,2012,01,01,32.4,14.9,1027.3,999.9,16.6,28.0,38.1
2012-01-01,2012,01,01,20.6,15.6,1020.0,999.9,19.2,24.9,31.9
2012-01-01,2012,01,01,22.2,22.1,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,42.7,33.0,9999.9,999.9,8.7,13.6,999.9
2012-01-01,2012,01,01,20.7,17.5,9999.9,999.9,22.6,28.9,35.0
2012-01-01,2012,01,01,54.1,49.8,9999.9,999.9,10.5,19.0,22.0
2012-01-01,2012,01,01,96.8,44.9,1006.7,999.9,11.1,26.0,999.9
2012-01-01,2012,01,01,78.4,51.3,1013.2,999.9,3.4,6.0,999.9
2012-01-01,2012,01,01,40.9,9999.9,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,54.2,9999.9,9999.9,999.9,6.7,16.7,999.9
2012-01-01,2012,01,01,15.9,13.2,9999.9,999.9,4.5,12.8,22.0
2012-01-01,2012,01,01,23.7,14.7,9999.9,999.9,13.7,15.0,35.9
2012-01-01,2012,01,01,19.9,18.2,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,25.5,9.8,1029.4,999.9,17.4,28.0,35.9
2012-01-01,2012,01,01,31.6,27.1,1003.4,999.9,16.9,32.1,42.9
2012-01-01,2012,01,01,24.6,24.2,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,38.2,36.1,1018.4,999.9,1.7,1.9,999.9
2012-01-01,2012,01,01,63.5,55.9,1015.4,999.9,12.8,18.1,999.9
2012-01-01,2012,01,01,45.7,43.6,1028.8,999.9,4.7,9.7,17.5
2012-01-01,2012,01,01,2.6,-3.3,1041.0,999.9,16.8,31.1,38.9
2012-01-01,2012,01,01,70.6,56.5,1016.1,999.9,3.4,9.9,999.9
2012-01-01,2012,01,01,87.4,42.8,1012.1,999.9,7.4,11.1,999.9
2012-01-01,2012,01,01,19.9,18.8,1010.1,999.9,4.4,9.7,999.9
2012-01-01,2012,01,01,29.7,28.9,996.3,999.9,2.3,3.9,999.9
2012-01-01,2012,01,01,-1.4,-16.6,9999.9,999.9,1.0,1.9,999.9
2012-01-01,2012,01,01,20.3,18.6,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,90.9,37.2,1003.6,999.9,6.6,13.0,999.9
2012-01-01,2012,01,01,32.4,9999.9,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,38.9,9999.9,9999.9,999.9,8.5,13.0,999.9
2012-01-01,2012,01,01,41.2,36.1,1009.4,999.9,15.5,22.0,31.9
2012-01-01,2012,01,01,51.9,47.9,1028.8,999.9,4.5,7.8,17.5
2012-01-01,2012,01,01,28.8,18.9,996.5,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,47.4,9999.9,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,47.9,9999.9,998.7,999.9,18.4,25.3,999.9
2012-01-01,2012,01,01,58.0,9999.9,9999.9,999.9,7.3,17.5,999.9
2012-01-01,2012,01,01,53.1,9999.9,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,77.7,55.0,1013.4,999.9,12.1,20.0,999.9
2012-01-01,2012,01,01,0.6,-7.6,9999.9,999.9,3.5,7.0,22.0
2012-01-01,2012,01,01,34.9,9999.9,998.1,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,13.5,-0.4,1032.9,999.9,6.5,9.9,35.0
2012-01-01,2012,01,01,31.4,9999.9,1006.7,999.9,8.9,25.1,999.9
2012-01-01,2012,01,01,20.1,9.1,1035.5,999.9,5.2,10.9,31.1
2012-01-01,2012,01,01,31.2,30.5,9999.9,999.9,2.0,5.8,999.9
2012-01-01,2012,01,01,74.8,52.8,9999.9,999.9,5.9,11.1,999.9
2012-01-01,2012,01,01,44.1,38.5,986.4,999.9,13.1,17.5,999.9
2012-01-01,2012,01,01,60.6,54.7,1016.1,999.9,6.3,11.1,999.9
2012-01-01,2012,01,01,25.1,9999.9,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,18.4,14.0,1018.7,999.9,21.6,26.8,36.9
2012-01-01,2012,01,01,59.8,52.7,1031.5,999.9,5.1,9.7,15.5
2012-01-01,2012,01,01,13.6,10.9,1004.4,999.9,8.1,20.0,28.9
2012-01-01,2012,01,01,28.7,12.8,9999.9,999.9,4.6,22.9,999.9
2012-01-01,2012,01,01,35.0,30.8,1020.8,999.9,4.5,5.8,999.9
2012-01-01,2012,01,01,12.4,0.9,9999.9,999.9,6.7,9.9,20.0
2012-01-01,2012,01,01,12.6,7.4,9999.9,999.9,5.0,7.0,27.0
2012-01-01,2012,01,01,82.0,73.0,1009.5,999.9,8.3,13.0,999.9
2012-01-01,2012,01,01,-19.2,-23.3,1018.8,999.9,9.3,15.9,999.9
2012-01-01,2012,01,01,61.6,53.0,1014.4,999.9,6.6,9.9,999.9
2012-01-01,2012,01,01,79.2,66.1,1007.4,999.9,17.4,20.0,999.9
2012-01-01,2012,01,01,64.2,45.2,9999.9,999.9,5.0,7.0,999.9
2012-01-01,2012,01,01,17.4,12.0,9999.9,999.9,6.4,10.9,35.0
2012-01-01,2012,01,01,54.2,38.3,1017.6,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,42.6,38.5,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,29.8,28.9,9999.9,999.9,1.5,3.9,999.9
2012-01-01,2012,01,01,13.5,-0.7,9999.9,999.9,7.1,12.0,25.1
2012-01-01,2012,01,01,41.3,24.1,1016.6,999.9,0.5,1.9,999.9
2012-01-01,2012,01,01,11.1,3.9,9999.9,999.9,4.6,8.9,33.0
2012-01-01,2012,01,01,20.5,6.6,9999.9,999.9,16.2,22.9,35.9
2012-01-01,2012,01,01,79.7,9999.9,1020.2,999.9,5.9,11.7,999.9
2012-01-01,2012,01,01,33.1,31.0,9999.9,999.9,13.3,20.0,46.0
2012-01-01,2012,01,01,60.6,56.6,1022.7,999.9,3.1,11.1,999.9
2012-01-01,2012,01,01,27.8,9999.9,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,22.5,21.0,9999.9,999.9,15.7,25.3,999.9
2012-01-01,2012,01,01,-3.4,-7.3,1009.2,999.9,6.2,13.0,999.9
2012-01-01,2012,01,01,31.7,28.3,1008.4,999.9,10.1,17.5,999.9
2012-01-01,2012,01,01,29.8,24.6,1010.2,999.9,14.8,21.4,999.9
2012-01-01,2012,01,01,65.5,9999.9,9999.9,999.9,1.2,4.1,999.9
2012-01-01,2012,01,01,46.4,9999.9,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,65.3,47.0,9999.9,999.9,6.9,8.9,999.9
2012-01-01,2012,01,01,42.7,42.4,1004.9,999.9,15.5,21.0,999.9
2012-01-01,2012,01,01,57.6,46.4,1018.5,999.9,8.2,14.0,999.9
2012-01-01,2012,01,01,37.4,9999.9,1009.2,999.9,23.1,31.1,999.9
2012-01-01,2012,01,01,25.1,9999.9,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,55.5,9999.9,9999.9,999.9,5.3,12.8,999.9
2012-01-01,2012,01,01,32.0,26.9,1022.2,999.9,3.1,5.8,999.9
2012-01-01,2012,01,01,-28.9,9999.9,9999.9,999.9,0.1,1.0,999.9
2012-01-01,2012,01,01,83.3,80.8,1009.2,999.9,6.0,8.0,999.9
2012-01-01,2012,01,01,79.9,50.2,1012.0,999.9,10.8,15.9,999.9
2012-01-01,2012,01,01,47.7,41.2,991.0,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,78.8,55.1,1013.4,999.9,2.9,4.1,999.9
2012-01-01,2012,01,01,65.2,58.5,1015.8,999.9,4.5,8.9,999.9
2012-01-01,2012,01,01,45.5,45.3,1021.4,999.9,3.8,7.0,11.1
2012-01-01,2012,01,01,40.4,37.7,1011.6,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,43.5,9999.9,1013.8,999.9,6.1,13.0,999.9
2012-01-01,2012,01,01,53.9,43.3,1021.7,999.9,8.5,15.0,19.0
2012-01-01,2012,01,01,-23.9,9999.9,1014.9,999.9,3.5,7.8,999.9
2012-01-01,2012,01,01,13.6,4.0,1030.8,999.9,11.2,15.0,28.0
2012-01-01,2012,01,01,64.9,9999.9,9999.9,999.9,10.8,22.0,999.9
2012-01-01,2012,01,01,61.6,9999.9,1022.3,999.9,6.2,12.0,999.9
2012-01-01,2012,01,01,25.7,24.7,1012.7,999.9,2.0,4.1,999.9
2012-01-01,2012,01,01,23.2,9999.9,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,29.1,28.1,1013.2,999.9,3.9,6.0,999.9
2012-01-01,2012,01,01,24.6,21.0,1015.5,999.9,5.6,10.9,20.0
2012-01-01,2012,01,01,13.1,6.3,1033.2,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,93.7,36.0,1007.5,999.9,10.8,19.0,999.9
2012-01-01,2012,01,01,76.3,63.9,1012.4,999.9,10.5,15.9,999.9
2012-01-01,2012,01,01,61.4,58.5,9999.9,999.9,3.5,5.1,999.9
2012-01-01,2012,01,01,26.0,20.8,1009.1,999.9,12.2,18.1,999.9
2012-01-01,2012,01,01,14.9,5.8,1025.8,999.9,11.8,19.8,28.9
2012-01-01,2012,01,01,15.2,9999.9,9999.9,999.9,14.6,21.0,999.9
2012-01-01,2012,01,01,54.0,50.5,1007.7,999.9,12.7,19.4,31.1
2012-01-01,2012,01,01,8.8,9999.9,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,41.3,41.3,1003.0,999.9,7.8,12.0,999.9
2012-01-01,2012,01,01,17.9,16.4,1012.7,999.9,9.6,15.5,999.9
2012-01-01,2012,01,01,-23.0,-29.5,1025.7,999.9,0.2,1.0,999.9
2012-01-01,2012,01,01,9.1,0.1,9999.9,999.9,5.2,7.0,29.9
2012-01-01,2012,01,01,63.8,62.2,1014.7,999.9,16.7,20.0,999.9
2012-01-01,2012,01,01,75.7,48.4,9999.9,999.9,4.0,6.0,999.9
2012-01-01,2012,01,01,33.5,32.5,1023.2,999.9,1.5,1.9,999.9
2012-01-01,2012,01,01,34.9,33.3,1018.2,999.9,2.2,3.9,999.9
2012-01-01,2012,01,01,21.5,14.7,1023.9,999.9,17.8,25.8,33.8
2012-01-01,2012,01,01,12.4,0.2,9999.9,999.9,999.9,999.9,999.9
2012-01-01,2012,01,01,41.3,39.9,1007.9,999.9,7.2,15.0,28.9
2012-01-01,2012,01,01,9.6,6.6,1028.3,999.9,3.9,5.8,999.9
2012-01-01,2012,01,01,79.6,62.5,1011.7,999.9,7.5,14.0,999.9
2012-01-01,2012,01,01,18.9,9.9,1033.6,999.9,7.6,12.8,33.0
2012-01-01,2012,01,01,67.2,55.4,9999.9,999.9,5.2,8.0,999.9
2012-01-01,2012,01,01,14.1,9.0,9999.9,999.9,6.5,9.9,29.9
